validation_event,gradient_weight,outcome_weight,matches,mean_score_points,mean_outcome_points,mean_total_points
2025 AFCON,0.1,0.4,52,6.538461538461538,26.15384615384616,32.69230769230769
2025 AFCON,0.1,0.6,52,6.538461538461538,26.15384615384616,32.69230769230769
2025 AFCON,0.15,0.0,52,6.538461538461538,26.15384615384616,32.69230769230769
2025 AFCON,0.15,0.1,52,6.538461538461538,26.15384615384616,32.69230769230769
2025 AFCON,0.15,0.2,52,6.538461538461538,26.15384615384616,32.69230769230769
2025 AFCON,0.15,0.3,52,6.538461538461538,26.15384615384616,32.69230769230769
2025 AFCON,0.15,0.4,52,6.538461538461538,26.15384615384616,32.69230769230769
2025 AFCON,0.15,0.6,52,6.538461538461538,26.15384615384616,32.69230769230769
2025 AFCON,0.3,0.0,52,6.057692307692308,26.15384615384616,32.21153846153846
2025 AFCON,0.3,0.1,52,6.057692307692308,26.15384615384616,32.21153846153846
2025 AFCON,0.3,0.2,52,6.057692307692308,26.15384615384616,32.21153846153846
2025 AFCON,0.3,0.3,52,6.057692307692308,26.15384615384616,32.21153846153846
2025 AFCON,0.3,0.4,52,6.057692307692308,26.15384615384616,32.21153846153846
2025 AFCON,0.3,0.6,52,6.057692307692308,26.15384615384616,32.21153846153846
2025 AFCON,0.45,0.0,52,6.25,26.15384615384616,32.40384615384615
2025 AFCON,0.45,0.1,52,6.25,26.15384615384616,32.40384615384615
2025 AFCON,0.45,0.2,52,6.25,26.15384615384616,32.40384615384615
2025 AFCON,0.45,0.3,52,6.25,26.15384615384616,32.40384615384615
2025 AFCON,0.45,0.4,52,6.25,26.15384615384616,32.40384615384615
2025 AFCON,0.45,0.6,52,6.25,26.15384615384616,32.40384615384615
2025 AFCON,0.6,0.0,52,6.4423076923076925,26.15384615384616,32.59615384615385
2025 AFCON,0.6,0.1,52,6.4423076923076925,26.15384615384616,32.59615384615385
2025 AFCON,0.6,0.2,52,6.4423076923076925,26.15384615384616,32.59615384615385
2025 AFCON,0.6,0.3,52,6.4423076923076925,26.15384615384616,32.59615384615385
2025 AFCON,0.6,0.4,52,6.4423076923076925,26.15384615384616,32.59615384615385
2025 AFCON,0.6,0.6,52,6.4423076923076925,26.15384615384616,32.59615384615385
